ensg_id	gene_symbol	pmtl	version
ENSG00000222293	RNU2-36P	NA	NA
ENSG00000232211	AL353613.1	NA	NA
ENSG00000180447	GAS1	NA	NA
ENSG00000226237	GAS1RR	NA	NA
ENSG00000269994	AL513318.2	NA	NA
ENSG00000231007	CDC20P1	NA	NA
ENSG00000224887	AL513318.1	NA	NA
ENSG00000204446	C9orf170	NA	NA
ENSG00000212421	SNORA26	NA	NA
ENSG00000228373	AL353752.1	NA	NA
ENSG00000196730	DAPK1	NA	NA
ENSG00000219928	AL161787.1	NA	NA
ENSG00000236709	DAPK1-IT1	NA	NA
ENSG00000135047	CTSL	NA	NA
ENSG00000237747	AL160279.1	NA	NA
ENSG00000188029	CTSL3P	NA	NA
ENSG00000276478	AL772337.4	NA	NA
ENSG00000237743	FBP2P1	NA	NA
ENSG00000232743	ELF2P3	NA	NA
ENSG00000277357	NPAP1P7	NA	NA
ENSG00000234575	CTSLP8	NA	NA
ENSG00000233884	AL772337.2	NA	NA
ENSG00000214888	AL772337.1	NA	NA
ENSG00000234460	AL772337.3	NA	NA
ENSG00000177992	SPATA31E1	NA	NA
ENSG00000230246	SPATA31C1	NA	NA
ENSG00000238110	AL353572.2	NA	NA
ENSG00000283205	AL353572.3	NA	NA
ENSG00000156345	CDK20	NA	NA
ENSG00000271923	RNU6-86P	NA	NA
ENSG00000217716	RPS10P3	NA	NA
ENSG00000225385	AL353572.1	NA	NA
ENSG00000177910	SPATA31C2	NA	NA
ENSG00000276535	AL353726.1	NA	NA
ENSG00000279154	AL353726.2	NA	NA
ENSG00000204429	AL451142.1	NA	NA
ENSG00000229288	AL451142.2	NA	NA
ENSG00000226327	RPSAP49	NA	NA
ENSG00000106723	SPIN1	NA	NA
ENSG00000275017	AL353748.2	NA	NA
ENSG00000227638	HNRNPA1P14	NA	NA
ENSG00000231804	AL353748.1	NA	NA
ENSG00000130045	NXNL2	NA	NA
ENSG00000228189	AL592486.1	NA	NA
ENSG00000265873	MIR4289	NA	NA
ENSG00000225856	PCNPP2	NA	NA
ENSG00000228658	AL772202.1	NA	NA
ENSG00000186354	C9orf47	NA	NA
ENSG00000213694	S1PR3	NA	NA
ENSG00000148082	SHC3	NA	NA
ENSG00000224945	AL353150.1	NA	NA
ENSG00000123975	CKS2	NA	NA
ENSG00000265112	MIR3153	NA	NA
ENSG00000187742	SECISBP2	NA	NA
ENSG00000187764	SEMA4D	NA	NA
ENSG00000231799	PA2G4P6	NA	NA
ENSG00000225460	AL590233.1	NA	NA
ENSG00000130222	GADD45G	NA	NA
ENSG00000237372	UNQ6494	NA	NA
ENSG00000226206	BX470209.1	NA	NA
ENSG00000236507	BX470209.2	NA	NA
ENSG00000237626	AL161629.1	NA	NA
ENSG00000227555	MIR4290HG	NA	NA
ENSG00000263967	MIR4290	NA	NA
ENSG00000234910	IL6RP1	NA	NA
ENSG00000278382	AL161629.2	NA	NA
ENSG00000279503	AL353649.1	NA	NA
ENSG00000185074	OR7E31P	NA	NA
ENSG00000225072	OR7E116P	NA	NA
ENSG00000231107	LINC01508	NA	NA
ENSG00000229613	LINC01501	NA	NA
ENSG00000165023	DIRAS2	NA	NA
ENSG00000236316	OR7E109P	NA	NA
ENSG00000270432	OR7E108P	NA	NA
ENSG00000165025	SYK	Relevant Molecular Target	PMTL version 1.1
ENSG00000228216	AL355607.1	NA	NA
ENSG00000260454	AL355607.2	NA	NA
ENSG00000230537	AL158071.2	NA	NA
ENSG00000229694	LINC00484	NA	NA
ENSG00000237422	AL158071.3	NA	NA
ENSG00000235641	LINC00484	NA	NA
ENSG00000230147	AL158071.1	NA	NA
ENSG00000273381	AL158071.4	NA	NA
ENSG00000148090	AUH	NA	NA
ENSG00000165030	NFIL3	NA	NA
ENSG00000233081	AL353764.1	NA	NA
ENSG00000169071	ROR2	NA	NA
ENSG00000228595	PAICSP2	NA	NA
ENSG00000266855	MIR3910-1	NA	NA
ENSG00000283351	MIR3910-2	NA	NA
ENSG00000227399	AL391219.1	NA	NA
ENSG00000237306	HSPE1P22	NA	NA
ENSG00000090054	SPTLC1	NA	NA
ENSG00000275756	AL354751.3	NA	NA
ENSG00000232179	MTATP6P29	NA	NA
ENSG00000228069	MTCO3P29	NA	NA
ENSG00000238288	MTND3P23	NA	NA
ENSG00000240791	MTND4LP7	NA	NA
ENSG00000227321	MTND4P15	NA	NA
ENSG00000234537	AL354751.1	NA	NA
ENSG00000225511	LINC00475	NA	NA
ENSG00000236717	AL354751.2	NA	NA
ENSG00000224809	BEND3P2	NA	NA
ENSG00000276717	AL136097.3	NA	NA
ENSG00000236115	AL136097.2	NA	NA
ENSG00000196305	IARS	NA	NA
ENSG00000281156	MIR3651	NA	NA
ENSG00000239183	SNORA84	NA	NA
ENSG00000198000	NOL8	NA	NA
ENSG00000188312	CENPP	NA	NA
ENSG00000229530	AL136097.1	NA	NA
ENSG00000106809	OGN	NA	NA
ENSG00000127083	OMD	NA	NA
ENSG00000106819	ASPN	NA	NA
ENSG00000106823	ECM2	NA	NA
ENSG00000264158	MIR4670	NA	NA
ENSG00000225551	AL157827.1	NA	NA
ENSG00000127080	IPPK	NA	NA
ENSG00000213669	AL137074.1	NA	NA
ENSG00000185963	BICD2	NA	NA
ENSG00000187984	ANKRD19P	NA	NA
ENSG00000252772	RNU6-714P	NA	NA
ENSG00000226721	EEF1DP2	NA	NA
ENSG00000275318	AL136981.2	NA	NA
ENSG00000127081	ZNF484	NA	NA
ENSG00000226668	AL136981.1	NA	NA
ENSG00000232843	SNX18P2	NA	NA
ENSG00000188101	ALOX15P2	NA	NA
ENSG00000127084	FGD3	NA	NA
ENSG00000157303	SUSD3	NA	NA
ENSG00000223446	AL451065.1	NA	NA
ENSG00000165233	CARD19	NA	NA
ENSG00000131669	NINJ1	NA	NA
ENSG00000203364	AL390760.1	NA	NA
ENSG00000165238	WNK2	NA	NA
ENSG00000204352	C9orf129	NA	NA
ENSG00000200570	RNU6-829P	NA	NA
ENSG00000201074	Y_RNA	NA	NA
ENSG00000237385	AL583839.2	NA	NA
ENSG00000227603	AL583839.1	NA	NA
ENSG00000188938	FAM120AOS	NA	NA
ENSG00000048828	FAM120A	NA	NA
ENSG00000197724	PHF2	NA	NA
ENSG00000283146	MIR548AU	NA	NA
ENSG00000265347	MIR4291	NA	NA
ENSG00000231990	AL442224.1	NA	NA
ENSG00000131668	BARX1	NA	NA
ENSG00000235601	BARX1-AS1	NA	NA
ENSG00000158079	PTPDC1	NA	NA
ENSG00000227666	CYCSP24	NA	NA
ENSG00000269946	AL158152.2	NA	NA
ENSG00000199165	MIRLET7A1	NA	NA
ENSG00000199072	MIRLET7F1	NA	NA
ENSG00000269929	AL158152.1	NA	NA
ENSG00000230262	MIRLET7DHG	NA	NA
ENSG00000199133	MIRLET7D	NA	NA
ENSG00000175787	ZNF169	NA	NA
ENSG00000237679	VDAC1P11	NA	NA
ENSG00000130950	NUTM2F	NA	NA
ENSG00000232063	AL691447.2	NA	NA
ENSG00000224815	AL691447.1	NA	NA
ENSG00000282886	AL691447.3	NA	NA
ENSG00000148110	MFSD14B	NA	NA
ENSG00000278486	YRDCP1	NA	NA
ENSG00000224245	AL358232.1	NA	NA
ENSG00000202445	RNU6-669P	NA	NA
ENSG00000231806	PCAT7	NA	NA
ENSG00000130957	FBP2	NA	NA
ENSG00000165140	FBP1	NA	NA
ENSG00000148120	C9orf3	NA	NA
ENSG00000252153	MIR2278	NA	NA
ENSG00000230815	AL807757.1	NA	NA
ENSG00000236095	AL807757.2	NA	NA
ENSG00000224764	AL353768.1	NA	NA
ENSG00000274115	MIR6081	NA	NA
ENSG00000207563	MIR23B	NA	NA
ENSG00000207864	MIR27B	NA	NA
ENSG00000207617	MIR3074	NA	NA
ENSG00000284459	MIR24-1	NA	NA
ENSG00000158169	FANCC	NA	NA
ENSG00000229065	AL354893.2	NA	NA
ENSG00000223849	AL354893.1	NA	NA
ENSG00000251884	RNA5SP288	NA	NA
ENSG00000230221	AL157384.1	NA	NA
ENSG00000271384	AL161729.3	NA	NA
ENSG00000213761	MT1P1	NA	NA
ENSG00000185920	PTCH1	Relevant Molecular Target	PMTL version 1.1
ENSG00000271314	AL161729.2	NA	NA
ENSG00000271155	AL161729.1	NA	NA
ENSG00000271659	AL161729.4	NA	NA
ENSG00000229345	AL392185.1	NA	NA
ENSG00000228142	AL354861.2	NA	NA
ENSG00000227358	AL354861.1	NA	NA
ENSG00000175611	LINC00476	NA	NA
ENSG00000268926	AL354861.3	NA	NA
ENSG00000252847	RNU2-46P	NA	NA
ENSG00000182150	ERCC6L2	NA	NA
ENSG00000199202	RNA5SP289	NA	NA
ENSG00000237631	AL161454.1	NA	NA
ENSG00000225194	LINC00092	NA	NA
ENSG00000237212	AL449403.1	NA	NA
ENSG00000201938	Y_RNA	NA	NA
ENSG00000275465	AL449403.2	NA	NA
ENSG00000224546	EIF4BP3	NA	NA
ENSG00000130948	HSD17B3	NA	NA
ENSG00000232283	HSD17B3-AS1	NA	NA
ENSG00000207276	RNU6-1160P	NA	NA
ENSG00000130958	SLC35D2	NA	NA
ENSG00000165244	ZNF367	NA	NA
ENSG00000238251	AL133477.1	NA	NA
ENSG00000130956	HABP4	NA	NA
ENSG00000081377	CDC14B	NA	NA
ENSG00000158122	AAED1	NA	NA
ENSG00000224848	AL589843.1	NA	NA
ENSG00000233820	AL589843.2	NA	NA
ENSG00000081386	ZNF510	NA	NA
ENSG00000196597	ZNF782	NA	NA
ENSG00000196312	MFSD14C	NA	NA
ENSG00000269907	AL158827.2	NA	NA
ENSG00000227257	AL158827.1	NA	NA
ENSG00000188152	NUTM2G	NA	NA
ENSG00000236745	YRDCP2	NA	NA
ENSG00000136943	CTSV	NA	NA
ENSG00000197214	TCEA1P1	NA	NA
ENSG00000228376	GAS2L1P2	NA	NA
ENSG00000228038	VN1R51P	NA	NA
ENSG00000213612	FAM220CP	NA	NA
ENSG00000277103	AL445670.1	NA	NA
ENSG00000159712	ANKRD18CP	NA	NA
ENSG00000252721	RNU6-798P	NA	NA
ENSG00000242375	AL590705.3	NA	NA
ENSG00000188801	ZNF322P1	NA	NA
ENSG00000203279	AL590705.1	NA	NA
ENSG00000235494	AL590705.2	NA	NA
ENSG00000254876	AL590705.5	NA	NA
ENSG00000255036	AL512590.3	NA	NA
ENSG00000254483	AL590705.4	NA	NA
ENSG00000254633	AL512590.2	NA	NA
ENSG00000197816	CCDC180	NA	NA
ENSG00000221269	MIR1302-8	NA	NA
ENSG00000228957	AL512590.1	NA	NA
ENSG00000196116	TDRD7	NA	NA
ENSG00000136842	TMOD1	NA	NA
ENSG00000228174	AL162385.1	NA	NA
ENSG00000136925	TSTD2	NA	NA
ENSG00000136937	NCBP1	NA	NA
ENSG00000231521	AL162385.2	NA	NA
ENSG00000136936	XPA	NA	NA
ENSG00000214417	KRT18P13	NA	NA
ENSG00000260677	AL445531.1	NA	NA
ENSG00000236130	PTCSC2	NA	NA
ENSG00000178919	FOXE1	NA	NA
ENSG00000136932	TRMO	NA	NA
ENSG00000201830	Y_RNA	NA	NA
ENSG00000136929	HEMGN	NA	NA
ENSG00000136938	ANP32B	NA	NA
ENSG00000236896	AL354726.1	NA	NA
ENSG00000212521	RNU6-918P	NA	NA
ENSG00000095380	NANS	NA	NA
ENSG00000106785	TRIM14	NA	NA
ENSG00000274011	Metazoa_SRP	NA	NA
ENSG00000106789	CORO2A	NA	NA
ENSG00000095383	TBC1D2	NA	NA
ENSG00000278412	MIR6854	NA	NA
ENSG00000224001	AL360081.1	NA	NA
ENSG00000136928	GABBR2	NA	NA
ENSG00000229897	SEPT7P7	NA	NA
ENSG00000165138	ANKS6	NA	NA
ENSG00000119514	GALNT12	NA	NA
ENSG00000267026	AL136084.2	NA	NA
ENSG00000229338	AL136084.1	NA	NA
ENSG00000204291	COL15A1	NA	NA
ENSG00000270412	AL136084.3	NA	NA
ENSG00000106799	TGFBR1	NA	NA
ENSG00000252942	RNA5SP290	NA	NA
ENSG00000227269	AL162427.1	NA	NA
ENSG00000240235	RN7SL794P	NA	NA
ENSG00000119523	ALG2	NA	NA
ENSG00000106803	SEC61B	NA	NA
ENSG00000222337	RN7SKP225	NA	NA
ENSG00000255815	KRT8P11	NA	NA
ENSG00000271086	NAMA	NA	NA
ENSG00000277828	AL137067.2	NA	NA
ENSG00000277465	AL137067.1	NA	NA
ENSG00000234860	AL162394.1	NA	NA
ENSG00000237461	AL359710.1	NA	NA
ENSG00000119508	NR4A3	NA	NA
ENSG00000255145	STX17-AS1	NA	NA
ENSG00000136874	STX17	NA	NA
ENSG00000254571	AL358937.1	NA	NA
ENSG00000023318	ERP44	NA	NA
ENSG00000234709	UPF3AP3	NA	NA
ENSG00000119509	INVS	NA	NA
ENSG00000239908	RN7SL75P	NA	NA
ENSG00000238172	RPS2P35	NA	NA
ENSG00000270995	AL137072.1	NA	NA
ENSG00000231697	NANOGP5	NA	NA
ENSG00000136891	TEX10	NA	NA
ENSG00000066697	MSANTD3	NA	NA
ENSG00000251349	MSANTD3-TMEFF1	NA	NA
ENSG00000241697	TMEFF1	NA	NA
ENSG00000170681	CAVIN4	NA	NA
ENSG00000200966	RN7SKP87	NA	NA
ENSG00000237999	ACTG1P19	NA	NA
ENSG00000230161	AL162395.1	NA	NA
ENSG00000229541	GAPDHP26	NA	NA
ENSG00000148123	PLPPR1	NA	NA
ENSG00000238143	AL161631.1	NA	NA
ENSG00000253041	SNORA31	NA	NA
ENSG00000227411	BAATP1	NA	NA
ENSG00000236763	TRMT112P4	NA	NA
ENSG00000230328	AL359893.1	NA	NA
ENSG00000136881	BAAT	NA	NA
ENSG00000234502	FYTTD1P1	NA	NA
ENSG00000136897	MRPL50	NA	NA
ENSG00000136870	ZNF189	NA	NA
ENSG00000136872	ALDOB	NA	NA
ENSG00000270982	AL353621.2	NA	NA
ENSG00000225376	TMEM246-AS1	NA	NA
ENSG00000165152	TMEM246	NA	NA
ENSG00000233055	AL353621.1	NA	NA
ENSG00000155827	RNF20	NA	NA
ENSG00000198785	GRIN3A	NA	NA
ENSG00000188386	PPP3R2	NA	NA
ENSG00000230302	MTND3P4	NA	NA
ENSG00000230418	ARL2BPP7	NA	NA
ENSG00000238882	RNU6-329P	NA	NA
ENSG00000235901	AL442644.1	NA	NA
ENSG00000204250	LINC00587	NA	NA
ENSG00000232242	ZYG11AP1	NA	NA
ENSG00000234269	AL365396.1	NA	NA
ENSG00000155833	CYLC2	NA	NA
ENSG00000229830	AL589823.1	NA	NA
ENSG00000225564	LINC01492	NA	NA
ENSG00000226566	AL390962.1	NA	NA
ENSG00000253031	RNA5SP291	NA	NA
ENSG00000270332	SMC2-AS1	NA	NA
ENSG00000136824	SMC2	NA	NA
ENSG00000242111	TOPORSLP1	NA	NA
ENSG00000203396	AL512646.1	NA	NA
ENSG00000186881	OR13F1	NA	NA
ENSG00000283001	AL450426.1	NA	NA
ENSG00000148136	OR13C4	NA	NA
ENSG00000204246	OR13C3	NA	NA
ENSG00000186943	OR13C8	NA	NA
ENSG00000237443	OR13D2P	NA	NA
ENSG00000277556	OR13C5	NA	NA
ENSG00000276119	OR13C2	NA	NA
ENSG00000136839	OR13C9	NA	NA
ENSG00000273423	OR13I1P	NA	NA
ENSG00000235248	OR13C1P	NA	NA
ENSG00000179055	OR13D1	NA	NA
ENSG00000188712	OR13D3P	NA	NA
ENSG00000136783	NIPSNAP3A	NA	NA
ENSG00000165028	NIPSNAP3B	NA	NA
ENSG00000165029	ABCA1	NA	NA
ENSG00000226334	AL359182.1	NA	NA
ENSG00000230013	AL359182.2	NA	NA
ENSG00000201583	RN7SKP191	NA	NA
ENSG00000070214	SLC44A1	NA	NA
ENSG00000106701	FSD1L	NA	NA
ENSG00000229419	RALGAPA1P1	NA	NA
ENSG00000228317	AL158070.1	NA	NA
ENSG00000106692	FKTN	NA	NA
ENSG00000279609	AL158070.2	NA	NA
ENSG00000186051	TAL2	NA	NA
ENSG00000095209	TMEM38B	NA	NA
ENSG00000228366	AL592437.1	NA	NA
ENSG00000232486	AL592437.2	NA	NA
ENSG00000228948	SLC25A6P5	NA	NA
ENSG00000234323	LINC01505	NA	NA
ENSG00000225002	AL732323.1	NA	NA
ENSG00000229297	AL451140.1	NA	NA
ENSG00000277889	MIR8081	NA	NA
ENSG00000237062	AL512649.2	NA	NA
ENSG00000234229	LINC01505	NA	NA
ENSG00000200131	RN7SKP77	NA	NA
ENSG00000228143	AL512649.1	NA	NA
ENSG00000212276	RNA5SP292	NA	NA
ENSG00000148143	ZNF462	NA	NA
ENSG00000230782	AL807761.4	NA	NA
ENSG00000231562	AL512593.1	NA	NA
ENSG00000223615	AL807761.1	NA	NA
ENSG00000225531	AL807761.2	NA	NA
ENSG00000226047	AL807761.3	NA	NA
ENSG00000226535	AL445487.1	NA	NA
ENSG00000119318	RAD23B	NA	NA
ENSG00000226825	LINC01509	NA	NA
ENSG00000213558	HMGN2P32	NA	NA
ENSG00000199905	RNU6-492P	NA	NA
ENSG00000136826	KLF4	NA	NA
ENSG00000236005	AL389915.2	NA	NA
ENSG00000227350	AL389915.1	NA	NA
ENSG00000202308	RNU6-996P	NA	NA
ENSG00000222558	RNU6-1064P	NA	NA
ENSG00000244104	RN7SL659P	NA	NA
ENSG00000231293	RPL36AP6	NA	NA
ENSG00000233727	AL162389.1	NA	NA
ENSG00000222459	RNA5SP293	NA	NA
ENSG00000236783	RPS15AP27	NA	NA
ENSG00000213557	AC068050.1	NA	NA
ENSG00000237360	CHCHD4P2	NA	NA
ENSG00000230030	AL353742.1	NA	NA
ENSG00000169253	AL669983.1	NA	NA
ENSG00000231678	AL358779.1	NA	NA
ENSG00000231810	RPL36AP35	NA	NA
ENSG00000213556	AL359692.1	NA	NA
ENSG00000148156	ACTL7B	NA	NA
ENSG00000187003	ACTL7A	NA	NA
ENSG00000070061	ELP1	NA	NA
ENSG00000119328	FAM206A	NA	NA
ENSG00000119326	CTNNAL1	NA	NA
ENSG00000106771	TMEM245	NA	NA
ENSG00000199331	Y_RNA	NA	NA
ENSG00000207698	MIR32	NA	NA
ENSG00000260230	FRRS1L	NA	NA
ENSG00000095203	EPB41L4B	NA	NA
ENSG00000200106	RNU6-984P	NA	NA
ENSG00000237124	MTND2P11	NA	NA
ENSG00000207329	Y_RNA	NA	NA
ENSG00000070159	PTPN3	NA	NA
ENSG00000263861	MIR3927	NA	NA
ENSG00000213539	YBX1P6	NA	NA
ENSG00000243444	PALM2	NA	NA
ENSG00000232939	AL158829.1	NA	NA
ENSG00000157654	PALM2-AKAP2	NA	NA
ENSG00000228053	AL158823.1	NA	NA
ENSG00000241978	AKAP2	NA	NA
ENSG00000188959	C9orf152	NA	NA
ENSG00000136810	TXN	NA	NA
ENSG00000204193	TXNDC8	NA	NA
ENSG00000165124	SVEP1	NA	NA
ENSG00000206658	RNU6-1039P	NA	NA
ENSG00000232896	AL592463.1	NA	NA
ENSG00000030304	MUSK	NA	NA
ENSG00000223918	AL513328.1	NA	NA
ENSG00000198121	LPAR1	NA	NA
ENSG00000206923	RNU6-432P	NA	NA
ENSG00000207401	Y_RNA	NA	NA
ENSG00000212409	RNY4P18	NA	NA
ENSG00000227531	AL162414.1	NA	NA
ENSG00000274263	MIR7702	NA	NA
ENSG00000171133	OR2K2	NA	NA
ENSG00000136813	KIAA0368	NA	NA
ENSG00000223238	RNA5SP294	NA	NA
ENSG00000173258	ZNF483	NA	NA
ENSG00000106853	PTGR1	NA	NA
ENSG00000224644	AL135787.1	NA	NA
ENSG00000204173	LRRC37A5P	NA	NA
ENSG00000059769	DNAJC25	NA	NA
ENSG00000244115	DNAJC25-GNG10	NA	NA
ENSG00000242616	GNG10	NA	NA
ENSG00000165181	C9orf84	NA	NA
ENSG00000224067	AL354877.1	NA	NA
ENSG00000206907	RNU6-1013P	NA	NA
ENSG00000148154	UGCG	NA	NA
ENSG00000266315	MIR4668	NA	NA
ENSG00000222356	RNU6-710P	NA	NA
ENSG00000259953	AL138756.1	NA	NA
ENSG00000106868	SUSD1	NA	NA
ENSG00000222327	RNU6-855P	NA	NA
ENSG00000200261	Y_RNA	NA	NA
ENSG00000225513	AL158824.1	NA	NA
ENSG00000119314	PTBP3	NA	NA
ENSG00000242256	RN7SL57P	NA	NA
ENSG00000199525	RNA5SP295	NA	NA
ENSG00000243911	RN7SL430P	NA	NA
ENSG00000230081	HSPE1P28	NA	NA
ENSG00000213529	AL359073.1	NA	NA
ENSG00000119471	HSDL2	NA	NA
ENSG00000230185	C9orf147	NA	NA
ENSG00000165185	KIAA1958	NA	NA
ENSG00000250068	AL445187.1	NA	NA
ENSG00000148153	INIP	NA	NA
ENSG00000226609	AL390067.1	NA	NA
ENSG00000148158	SNX30	NA	NA
ENSG00000119457	SLC46A2	NA	NA
ENSG00000271631	AL139041.1	NA	NA
ENSG00000228623	ZNF883	NA	NA
ENSG00000237906	MUPP	NA	NA
ENSG00000136866	ZFP37	NA	NA
ENSG00000225684	FAM225B	NA	NA
ENSG00000231528	FAM225A	NA	NA
ENSG00000136867	SLC31A2	NA	NA
ENSG00000119321	FKBP15	NA	NA
ENSG00000136868	SLC31A1	NA	NA
ENSG00000176386	CDC26	NA	NA
ENSG00000136875	PRPF4	NA	NA
ENSG00000165188	RNF183	NA	NA
ENSG00000148225	WDR31	NA	NA
ENSG00000119411	BSPRY	NA	NA
ENSG00000119431	HDHD3	NA	NA
ENSG00000148218	ALAD	NA	NA
ENSG00000148229	POLE3	NA	NA
ENSG00000157653	C9orf43	NA	NA
ENSG00000138835	RGS3	NA	NA
ENSG00000237073	AL162727.2	NA	NA
ENSG00000282897	AL162727.3	NA	NA
ENSG00000233817	AL162727.1	NA	NA
ENSG00000227482	AL157702.2	NA	NA
ENSG00000214669	AL157702.1	NA	NA
ENSG00000232905	AL162393.1	NA	NA
ENSG00000157657	ZNF618	NA	NA
ENSG00000106927	AMBP	NA	NA
ENSG00000136883	KIF12	NA	NA
ENSG00000196739	COL27A1	NA	NA
ENSG00000207726	MIR455	NA	NA
ENSG00000229314	ORM1	NA	NA
ENSG00000228278	ORM2	NA	NA
ENSG00000106948	AKNA	NA	NA
ENSG00000235119	AL138895.1	NA	NA
ENSG00000095397	WHRN	NA	NA
ENSG00000271214	AL138895.2	NA	NA
ENSG00000235797	AL160275.3	NA	NA
ENSG00000136888	ATP6V1G1	NA	NA
ENSG00000157693	TMEM268	NA	NA
ENSG00000201749	Y_RNA	NA	NA
ENSG00000230054	AL160275.1	NA	NA
ENSG00000230601	TEX48	NA	NA
ENSG00000230284	AL160275.2	NA	NA
ENSG00000274919	AL390240.1	NA	NA
ENSG00000181634	TNFSF15	NA	NA
ENSG00000229817	AL133412.1	NA	NA
ENSG00000106952	TNFSF8	NA	NA
ENSG00000041982	TNC	NA	NA
ENSG00000236461	AL162425.1	NA	NA
ENSG00000173077	DEC1	NA	NA
ENSG00000234692	AL355601.1	NA	NA
ENSG00000274755	U2	NA	NA
ENSG00000228714	AL731897.1	NA	NA
ENSG00000204148	LINC00474	NA	NA
ENSG00000228707	AL691426.1	NA	NA
ENSG00000182752	PAPPA	NA	NA
ENSG00000226604	PAPPA-AS2	NA	NA
ENSG00000244757	AL137024.1	NA	NA
ENSG00000256040	PAPPA-AS1	NA	NA
ENSG00000148219	ASTN2	NA	NA
ENSG00000229105	ASTN2-AS1	NA	NA
ENSG00000230894	AL133284.1	NA	NA
ENSG00000119401	TRIM32	NA	NA
ENSG00000230734	RPL10P3	NA	NA
ENSG00000207268	SNORA70C	NA	NA
ENSG00000201140	RN7SKP128	NA	NA
ENSG00000222413	RN7SKP125	NA	NA
ENSG00000233516	AL445644.1	NA	NA
ENSG00000233569	AL161630.1	NA	NA
ENSG00000235133	RPL35AP22	NA	NA
ENSG00000136869	TLR4	NA	NA
ENSG00000201444	RNU6-1082P	NA	NA
ENSG00000228512	AL160272.1	NA	NA
ENSG00000231901	AL354754.1	NA	NA
ENSG00000234782	TPT1P9	NA	NA
ENSG00000225050	AL355592.1	NA	NA
ENSG00000235201	AL589703.1	NA	NA
ENSG00000231166	TUBB4BP6	NA	NA
ENSG00000078725	BRINP1	NA	NA
ENSG00000260970	AC006288.1	NA	NA
ENSG00000261432	LINC01613	NA	NA
ENSG00000225960	AL441989.1	NA	NA
ENSG00000207814	MIR147A	NA	NA
ENSG00000136861	CDK5RAP2	NA	NA
ENSG00000106780	MEGF9	NA	NA
ENSG00000238181	AHCYP2	NA	NA
ENSG00000119402	FBXW2	NA	NA
ENSG00000214654	AL161911.1	NA	NA
ENSG00000270917	AL161911.2	NA	NA
ENSG00000095261	PSMD5	Relevant Molecular Target	PMTL version 1.1
ENSG00000226752	PSMD5-AS1	NA	NA
ENSG00000119403	PHF19	NA	NA
ENSG00000056558	TRAF1	NA	NA
ENSG00000106804	C5	NA	NA
ENSG00000119397	CNTRL	NA	NA
ENSG00000119396	RAB14	NA	NA
ENSG00000243738	RN7SL181P	NA	NA
ENSG00000148180	GSN	NA	NA
ENSG00000214651	AL513122.1	NA	NA
ENSG00000239593	AL513122.2	NA	NA
ENSG00000235865	GSN-AS1	NA	NA
ENSG00000148175	STOM	NA	NA
ENSG00000227355	AL359644.1	NA	NA
ENSG00000204136	GGTA1P	NA	NA
ENSG00000240299	RN7SL187P	NA	NA
ENSG00000213467	HMGB1P37	NA	NA
ENSG00000136848	DAB2IP	NA	NA
ENSG00000229854	AL357936.1	NA	NA
ENSG00000261534	AL596244.1	NA	NA
ENSG00000175764	TTLL11	NA	NA
ENSG00000237548	TTLL11-IT1	NA	NA
ENSG00000266583	MIR4478	NA	NA
ENSG00000119421	NDUFA8	NA	NA
ENSG00000185681	MORN5	NA	NA
ENSG00000106852	LHX6	NA	NA
ENSG00000119446	RBM18	NA	NA
ENSG00000148187	MRRF	NA	NA
ENSG00000095303	PTGS1	NA	NA
ENSG00000269970	AL162424.1	NA	NA
ENSG00000233616	AL359636.3	NA	NA
ENSG00000229245	AL359636.1	NA	NA
ENSG00000231465	AL359636.2	NA	NA
ENSG00000136834	OR1J1	NA	NA
ENSG00000197233	OR1J2	NA	NA
ENSG00000239590	OR1J4	NA	NA
ENSG00000171505	OR1N1	NA	NA
ENSG00000171501	OR1N2	NA	NA
ENSG00000171496	OR1L8	NA	NA
ENSG00000228914	OR1H1P	NA	NA
ENSG00000234156	AL162254.1	NA	NA
ENSG00000165202	OR1Q1	NA	NA
ENSG00000280094	OR1B1	NA	NA
ENSG00000173679	OR1L1	NA	NA
ENSG00000171481	OR1L3	NA	NA
ENSG00000226783	TLK1P1	NA	NA
ENSG00000136939	OR1L4	NA	NA
ENSG00000171459	OR1L6	NA	NA
ENSG00000232387	SKA2P1	NA	NA
ENSG00000148215	OR5C1	NA	NA
ENSG00000136940	PDCL	NA	NA
ENSG00000165204	OR1K1	NA	NA
ENSG00000233425	KRT18P67	NA	NA
ENSG00000056586	RC3H2	NA	NA
ENSG00000212447	SNORD90	NA	NA
ENSG00000186130	ZBTB6	NA	NA
ENSG00000171448	ZBTB26	NA	NA
ENSG00000261094	AC007066.2	NA	NA
ENSG00000011454	RABGAP1	NA	NA
ENSG00000222351	RNY1P15	NA	NA
ENSG00000213216	AC007066.1	NA	NA
ENSG00000188394	GPR21	NA	NA
ENSG00000225078	AL365338.1	NA	NA
ENSG00000236901	MIR600HG	NA	NA
ENSG00000165209	STRBP	NA	NA
ENSG00000283941	MIR600	NA	NA
ENSG00000148204	CRB2	NA	NA
ENSG00000119522	DENND1A	NA	NA
ENSG00000207991	MIR601	NA	NA
ENSG00000274932	MIR7150	NA	NA
ENSG00000237336	AL445489.1	NA	NA
ENSG00000230826	AL390774.2	NA	NA
ENSG00000229115	AL390774.1	NA	NA
ENSG00000234881	PIGFP2	NA	NA
