gene_symbol	ensembl
RN7SL802P	ENSG00000277506
OR7H2P	ENSG00000251261
RP11-1152B5.1	ENSG00000249495
RNA5SP188	ENSG00000199786
CTD-2333K2.1	ENSG00000248261
SLCO4C1	ENSG00000173930
RN7SKP68	ENSG00000222987
SLCO6A1	ENSG00000205359
RP11-58B2.1	ENSG00000249017
CTD-2340E1.1	ENSG00000250958
CTD-2340E1.2	ENSG00000247402
CTD-2340E1.3	ENSG00000250682
PAM	ENSG00000145730
CTC-425H14.1	ENSG00000175749
GIN1	ENSG00000145723
PPIP5K2	ENSG00000145725
CTC-503K11.2	ENSG00000248203
C5orf30	ENSG00000181751
CTD-2154H6.1	ENSG00000250567
AC010423.1	ENSG00000226926
CTD-2193G5.1	ENSG00000248757
NUDT12	ENSG00000112874
CTC-445B21.1	ENSG00000283462
RP11-138J23.1	ENSG00000251026
RNU1-140P	ENSG00000201910
RN7SL255P	ENSG00000239808
RP11-6N13.1	ENSG00000251574
RP11-313L6.2	ENSG00000278958
RP11-6N13.4	ENSG00000253776
RNU6-334P	ENSG00000252881
CTD-2374C24.1	ENSG00000253584
RP11-6E2.1	ENSG00000232159
RNA5SP189	ENSG00000201790
CTC-278L1.1	ENSG00000251204
CTD-2285G11.1	ENSG00000250145
RF00322	ENSG00000252337
CTC-254B4.1	ENSG00000251027
RP11-513C4.1	ENSG00000250273
EFNA5	ENSG00000184349
RP11-252I13.2	ENSG00000249959
RP11-252I13.1	ENSG00000248827
RN7SL782P	ENSG00000239708
RN7SKP122	ENSG00000251732
FBXL17	ENSG00000145743
RP11-120B7.1	ENSG00000244245
CTC-329H14.4	ENSG00000272523
FER	ENSG00000151422
CTC-329H14.1	ENSG00000249921
CTD-2197I11.1	ENSG00000250383
RF00019	ENSG00000207404
RP11-47F1.1	ENSG00000250441
RNU6-47P	ENSG00000206593
CTC-298B17.1	ENSG00000176857
CTD-2587M2.1	ENSG00000249476
PJA2	ENSG00000198961
CTD-2128F4.1	ENSG00000248867
RP11-231G15.2	ENSG00000251367
RP11-231G15.3	ENSG00000248876
RP11-231G15.1	ENSG00000248440
KRT18P42	ENSG00000214794
CTC-332L22.1	ENSG00000271849
MAN2A1	ENSG00000112893
RN7SKP230	ENSG00000202512
CTC-287O8.1	ENSG00000249068
AC011366.3	ENSG00000254106
AC011366.4	ENSG00000253224
TMEM232	ENSG00000186952
MIR548F3	ENSG00000221436
RF00432	ENSG00000207177
SLC25A46	ENSG00000164209
CTD-2026D23.1	ENSG00000270779
CTD-2089O24.1	ENSG00000248966
CTC-551A13.1	ENSG00000248428
CTD-2089O24.2	ENSG00000251627
TSLP	ENSG00000145777
CTC-551A13.2	ENSG00000253613
WDR36	ENSG00000134987
AC010468.3	ENSG00000250728
AC010468.1	ENSG00000214784
CAMK4	ENSG00000152495
AC010468.2	ENSG00000249318
CTC-499J9.1	ENSG00000248268
STARD4	ENSG00000164211
CTC-426B10.1	ENSG00000246859
CTD-2367A17.2	ENSG00000249619
CTD-2367A17.1	ENSG00000251099
NREP	ENSG00000134986
RN7SKP57	ENSG00000253057
RP11-124B7.1	ENSG00000249439
CTD-2192A1.1	ENSG00000250095
EPB41L4A	ENSG00000129595
EPB41L4A-AS1	ENSG00000224032
SNORA13	ENSG00000238363
CTC-459M5.1	ENSG00000250882
CTC-459M5.2	ENSG00000251187
RP11-526F3.1	ENSG00000251076
CTC-470E21.1	ENSG00000248350
CTC-470E21.2	ENSG00000278921
RP11-352J21.1	ENSG00000248430
RP11-159K7.1	ENSG00000251014
RP11-159K7.2	ENSG00000250358
APC	ENSG00000134982
RP11-56P2.2	ENSG00000250045
RNU6-482P	ENSG00000212370
CTC-554D6.1	ENSG00000258864
SRP19	ENSG00000153037
REEP5	ENSG00000129625
XBPP1	ENSG00000249947
ZRSR1	ENSG00000212643
DCP2	ENSG00000172795
MCC	ENSG00000171444
CTD-2201G3.1	ENSG00000232633
TSSK1B	ENSG00000212122
RNU4ATAC13P	ENSG00000251741
YTHDC2	ENSG00000047188
RP11-371M22.1	ENSG00000251628
RN7SKP89	ENSG00000222706
KCNN2	ENSG00000080709
RP11-492A10.1	ENSG00000246316
CTC-313D10.1	ENSG00000251542
RP11-438C19.2	ENSG00000251132
RP11-438C19.1	ENSG00000250242
TRIM36	ENSG00000152503
CTC-428G20.5	ENSG00000250472
CTC-428G20.2	ENSG00000249791
PGGT1B	ENSG00000164219
CTC-428G20.6	ENSG00000271797
CTC-428G20.1	ENSG00000243304
CCDC112	ENSG00000164221
CTC-428G20.4	ENSG00000250197
CTNNAP1	ENSG00000249026
RP11-549L3.2	ENSG00000248722
CTB-161J7.1	ENSG00000249944
CTB-161J7.2	ENSG00000249433
CCT5P1	ENSG00000250444
FEM1C	ENSG00000145780
TMED7-TICAM2	ENSG00000251201
TICAM2	ENSG00000243414
AC010226.4	ENSG00000249249
TMED7	ENSG00000134970
CTC-505O3.3	ENSG00000249021
CTC-505O3.2	ENSG00000248709
CTC-505O3.1	ENSG00000251118
RNU2-49P	ENSG00000222598
CDO1	ENSG00000129596
ATG12	ENSG00000145782
AP3S1	ENSG00000177879
LVRN	ENSG00000172901
CTC-555I19.1	ENSG00000248295
ARL14EPL	ENSG00000268223
CTD-2287O16.1	ENSG00000185641
CTD-2287O16.4	ENSG00000272265
CTD-2287O16.5	ENSG00000271918
COMMD10	ENSG00000145781
RNU6-644P	ENSG00000212457
RP11-242A24.1	ENSG00000232916
CTC-339F2.2	ENSG00000250015
SEMA6A	ENSG00000092421
CTB-118N6.3	ENSG00000248445
CTB-118N6.1	ENSG00000239528
CTB-118N6.2	ENSG00000249167
RP11-249M12.1	ENSG00000197575
RP11-249M12.2	ENSG00000251311
CTC-472C24.1	ENSG00000249150
RP11-492L8.1	ENSG00000250650
RP11-492L8.2	ENSG00000250949
RP11-535A15.1	ENSG00000243758
CTC-504A5.1	ENSG00000248663
RP11-74D3.2	ENSG00000251477
RP11-74D3.1	ENSG00000249582
CTD-3179P9.1	ENSG00000249797
CTD-3179P9.2	ENSG00000250427
CTD-2281M20.1	ENSG00000250891
RP11-2N5.2	ENSG00000249551
RP11-2N5.1	ENSG00000249128
RNU7-34P	ENSG00000238904
CTC-448D22.1	ENSG00000249426
DTWD2	ENSG00000169570
CTB-161M19.3	ENSG00000197744
MIR1244-2	ENSG00000283498
CTB-161M19.4	ENSG00000249494
RNU6-373P	ENSG00000223179
CTB-161M19.1	ENSG00000250678
CTB-161M19.2	ENSG00000250928
DMXL1	ENSG00000172869
RP11-950K24.2	ENSG00000248885
RP11-950K24.1	ENSG00000248979
RNU6-701P	ENSG00000206786
MIR5706	ENSG00000264536
TNFAIP8	ENSG00000145779
RN7SL174P	ENSG00000243333
RNA5SP190	ENSG00000202092
HSD17B4	ENSG00000133835
CTD-2158P22.1	ENSG00000213663
CTD-2158P22.2	ENSG00000249919
FAM170A	ENSG00000164334
CTD-2158P22.4	ENSG00000250895
CTC-507E12.1	ENSG00000234259
CTC-552D5.1	ENSG00000251293
RNU6-718P	ENSG00000251975
RP11-574H6.1	ENSG00000261036
PRR16	ENSG00000184838
RP11-565F4.1	ENSG00000270741
RNU4-69P	ENSG00000222609
CTD-2334D19.1	ENSG00000248927
AC008565.1	ENSG00000251135
CTD-2613O8.1	ENSG00000248853
CTD-2020P22.1	ENSG00000250847
CTC-546K23.1	ENSG00000229855
CTC-546K23.2	ENSG00000279860
RP11-510I6.1	ENSG00000244088
RP11-510I6.2	ENSG00000213661
RP11-510I6.3	ENSG00000249600
FTMT	ENSG00000181867
SRFBP1	ENSG00000151304
LOX	ENSG00000113083
CTC-441N14.2	ENSG00000247311
ZNF474	ENSG00000164185
CTC-441N14.4	ENSG00000250803
CTC-441N14.1	ENSG00000249610
CTD-2544H17.2	ENSG00000272139
SNCAIP	ENSG00000064692
CTD-2544H17.1	ENSG00000249621
CTD-2280E9.1	ENSG00000249916
CTC-210G5.1	ENSG00000250328
RP11-166A12.1	ENSG00000251538
ARGFXP1	ENSG00000240058
SNX2	ENSG00000205302
CTB-36H16.2	ENSG00000260686
SNX24	ENSG00000064652
RN7SL689P	ENSG00000263432
PPIC	ENSG00000168938
RP11-359P5.1	ENSG00000249996
RN7SL711P	ENSG00000276047
AC106786.1	ENSG00000223652
PRDM6	ENSG00000061455
CTD-2347I17.1	ENSG00000213655
CEP120	ENSG00000168944
CTD-2048F20.1	ENSG00000250539
RP11-403M22.1	ENSG00000249400
CTD-2169H9.1	ENSG00000279772
CSNK1G3	ENSG00000151292
KRT18P16	ENSG00000235275
RP11-93O7.5	ENSG00000253807
RP11-93O7.1	ENSG00000250862
CTC-369A16.2	ENSG00000251421
CTD-2308B18.4	ENSG00000248600
CTD-2308B18.1	ENSG00000251214
CTD-2308B18.2	ENSG00000250438
CTD-2308B18.3	ENSG00000248296
ZNF608	ENSG00000168916
RP11-43D2.2	ENSG00000249112
RP11-436H11.5	ENSG00000251456
RP11-436H11.1	ENSG00000242814
RP11-756H20.1	ENSG00000260192
RP11-284A20.3	ENSG00000248443
RP11-284A20.2	ENSG00000249261
RP11-257I8.1	ENSG00000250194
RP11-425E13.2	ENSG00000250721
RN7SKP117	ENSG00000222107
RP11-395P13.4	ENSG00000250402
CTC-394G3.1	ENSG00000249950
CTC-394G3.2	ENSG00000249904
CTD-2209N14.1	ENSG00000241888
RP11-114J13.1	ENSG00000248752
CTC-339D2.1	ENSG00000248107
GRAMD3	ENSG00000155324
RP11-517I3.1	ENSG00000250602
RP11-517I3.2	ENSG00000279118
ALDH7A1	ENSG00000164904
RNU6-290P	ENSG00000202082
PHAX	ENSG00000164902
RP11-395C3.1	ENSG00000230929
TEX43	ENSG00000196900
RP11-772E11.1	ENSG00000213630
RP11-434D11.1	ENSG00000249768
RP11-434D11.4	ENSG00000251072
RNU6-752P	ENSG00000252185
LMNB1	ENSG00000113368
MARCH3	ENSG00000173926
C5orf63	ENSG00000164241
AC005915.1	ENSG00000279446
MRPS5P3	ENSG00000214743
CTB-88F18.2	ENSG00000250080
CTB-88F18.4	ENSG00000271585
CTB-88F18.3	ENSG00000250956
CTB-88F18.5	ENSG00000283897
MEGF10	ENSG00000145794
CTD-2195M15.1	ENSG00000249577
CTD-2195M15.3	ENSG00000271766
CTD-2195M15.2	ENSG00000250859
PRRC1	ENSG00000164244
CTD-2195M15.4	ENSG00000282925
CTXN3	ENSG00000205279
CTC-548H10.2	ENSG00000248799
CCDC192	ENSG00000230561
RP11-483H11.1	ENSG00000251032
CTC-228N24.2	ENSG00000250603
CTC-228N24.3	ENSG00000245937
SLC12A2	ENSG00000064651
CTC-222D7.1	ENSG00000250329
FBN2	ENSG00000138829
RF00019	ENSG00000207290
SLC27A6	ENSG00000113396
CTC-573M9.1	ENSG00000248634
ISOC1	ENSG00000066583
MIR4633	ENSG00000264563
MIR4460	ENSG00000265691
RP11-346A9.1	ENSG00000249421
ADAMTS19	ENSG00000145808
CTC-575N7.1	ENSG00000251680
KIAA1024L	ENSG00000186367
CHSY3	ENSG00000198108
RNU6ATAC10P	ENSG00000221562
RNA5SP191	ENSG00000199455
RP1-45I14.1	ENSG00000248610
RNU7-53P	ENSG00000252514
AC005741.1	ENSG00000249312
AC005741.2	ENSG00000249418
RP11-114H7.1	ENSG00000244192
RP11-114H7.2	ENSG00000250405
RP11-114H7.3	ENSG00000248955
HINT1	ENSG00000169567
LYRM7	ENSG00000186687
CDC42SE2	ENSG00000158985
RP1-247F3.1	ENSG00000279370
RAPGEF6	ENSG00000158987
CTC-432M15.3	ENSG00000273217
RF02271	ENSG00000275939
FNIP1	ENSG00000217128
AC005593.2	ENSG00000279584
MEIKIN	ENSG00000239642
CTB-127M13.1	ENSG00000281938
AC034228.4	ENSG00000234758
ACSL6	ENSG00000164398
AC034228.3	ENSG00000223548
AC034228.2	ENSG00000231585
IL3	ENSG00000164399
CSF2	ENSG00000164400
RF00285	ENSG00000253067
AC063976.1	ENSG00000227616
AC063976.2	ENSG00000235775
AC063976.3	ENSG00000224015
AC063976.4	ENSG00000237714
P4HA2	ENSG00000072682
AC063976.7	ENSG00000224431
MIR6830	ENSG00000283678
PDLIM4	ENSG00000131435
SLC22A4	ENSG00000197208
AC034220.3	ENSG00000233006
MIR3936	ENSG00000263597
SLC22A5	ENSG00000197375
AC116366.4	ENSG00000197536
AC116366.7	ENSG00000283782
AC116366.5	ENSG00000238160
RF00019	ENSG00000202533
AC116366.6	ENSG00000234290
IRF1	ENSG00000125347
IL5	ENSG00000113525
RAD50	ENSG00000113522
AC004041.2	ENSG00000223442
IL13	ENSG00000169194
IL4	ENSG00000113520
AC004237.1	ENSG00000230612
KIF3A	ENSG00000131437
CCNI2	ENSG00000205089
SEPT8	ENSG00000164402
SOWAHA	ENSG00000198944
AC004775.5	ENSG00000272203
SHROOM1	ENSG00000164403
RNA5SP192	ENSG00000201274
GDF9	ENSG00000164404
UQCRQ	ENSG00000164405
LEAP2	ENSG00000164406
AFF4	ENSG00000072364
AC010240.2	ENSG00000235253
RF00019	ENSG00000202417
AC010240.1	ENSG00000225364
CTC-350I8.1	ENSG00000272023
AC010240.3	ENSG00000229738
RF00019	ENSG00000199677
ZCCHC10	ENSG00000155329
RP11-485M7.1	ENSG00000248648
HSPA4	ENSG00000170606
RP11-485M7.2	ENSG00000279691
RP11-485M7.3	ENSG00000251616
CTB-49A3.2	ENSG00000248245
CTB-49A3.1	ENSG00000240611
FSTL4	ENSG00000053108
CTB-49A3.5	ENSG00000249478
CTB-49A3.4	ENSG00000250244
CTB-3M24.3	ENSG00000250409
MIR1289-2	ENSG00000221287
CTB-3M24.2	ENSG00000280104
CTB-3M24.1	ENSG00000279197
AC005178.1	ENSG00000251243
CTD-2131I18.1	ENSG00000249073
C5orf15	ENSG00000113583
VDAC1	ENSG00000213585
CTB-113I20.2	ENSG00000271737
CTB-113I20.1	ENSG00000271128
TCF7	ENSG00000081059
SKP1	ENSG00000113558
CTD-2410N18.5	ENSG00000272772
PPP2CA	ENSG00000113575
CTD-2410N18.4	ENSG00000273345
MIR3661	ENSG00000266751
CTD-2410N18.3	ENSG00000270177
CTD-2410N18.1	ENSG00000239615
CDKL3	ENSG00000006837
UBE2B	ENSG00000119048
RP11-215P8.2	ENSG00000279469
RP11-215P8.3	ENSG00000248559
CDKN2AIPNL	ENSG00000237190
RP11-215P8.1	ENSG00000243648
RP11-215P8.4	ENSG00000250564
AC005355.1	ENSG00000250994
RNU6-456P	ENSG00000207222
AC005355.2	ENSG00000251169
RN7SL541P	ENSG00000240250
AC005355.3	ENSG00000280420
JADE2	ENSG00000043143
SAR1B	ENSG00000152700
RNU6-1311P	ENSG00000207459
SEC24A	ENSG00000113615
RNU6-1164P	ENSG00000201298
RNU6-757P	ENSG00000222266
CAMLG	ENSG00000164615
DDX46	ENSG00000145833
CTB-2L9.1	ENSG00000241179
C5orf24	ENSG00000181904
AC006077.4	ENSG00000270892
TXNDC15	ENSG00000113621
PCBD2	ENSG00000132570
AC006077.3	ENSG00000279799
CTB-36O1.7	ENSG00000244921
CTB-36O1.2	ENSG00000249119
CTB-36O1.6	ENSG00000248923
CTB-36O1.5	ENSG00000247627
CTB-36O1.4	ENSG00000198868
MIR4461	ENSG00000263963
CTB-36O1.3	ENSG00000249192
CATSPER3	ENSG00000152705
PITX1	ENSG00000069011
C5orf66	ENSG00000224186
CTC-276P9.4	ENSG00000277619
CTC-276P9.1	ENSG00000249082
CTC-276P9.2	ENSG00000248753
CTC-276P9.3	ENSG00000248482
CTC-349C3.2	ENSG00000249647
H2AFY	ENSG00000113648
CTC-203F4.2	ENSG00000270021
DCANP1	ENSG00000251380
TIFAB	ENSG00000255833
CTB-138E5.1	ENSG00000249639
NEUROG1	ENSG00000181965
CTC-321K16.1	ENSG00000250167
CXCL14	ENSG00000145824
SLC25A48	ENSG00000145832
CTC-321K16.4	ENSG00000251045
AC011431.1	ENSG00000223539
MIR5692C1	ENSG00000265924
RP11-119J18.1	ENSG00000250378
IL9	ENSG00000145839
GS1-39E22.2	ENSG00000254239
GS1-39E22.1	ENSG00000253927
LECT2	ENSG00000145826
FBXL21	ENSG00000164616
TGFBI	ENSG00000120708
VTRNA2-1	ENSG00000270123
RF00006	ENSG00000278815
SMAD5OS	ENSG00000164621
RF02173	ENSG00000277859
SMAD5	ENSG00000113658
RF02174	ENSG00000275646
RF02175	ENSG00000277524
RF02176	ENSG00000274934
AC009014.3	ENSG00000271824
TRPC7	ENSG00000069018
CTB-28J9.3	ENSG00000248211
CTB-28J9.2	ENSG00000250947
AC063980.3	ENSG00000279240
AC063980.2	ENSG00000248351
RP11-114H21.1	ENSG00000213568
RP11-114H21.2	ENSG00000249803
CTB-1I21.1	ENSG00000250284
CTB-1I21.2	ENSG00000248616
RNA5SP193	ENSG00000222285
SPOCK1	ENSG00000152377
KLHL3	ENSG00000146021
MIR874	ENSG00000216009
HNRNPA0	ENSG00000177733
RP11-381K20.4	ENSG00000270697
NPY6R	ENSG00000226306
RP11-381K20.2	ENSG00000250159
MYOT	ENSG00000120729
PKD2L2	ENSG00000078795
FAM13B	ENSG00000031003
RP11-325L7.1	ENSG00000246323
RP11-325L7.2	ENSG00000250260
RNU6-1148P	ENSG00000222924
WNT8A	ENSG00000061492
NME5	ENSG00000112981
RNU6-460P	ENSG00000212460
RNU6-888P	ENSG00000199880
BRD8	ENSG00000112983
KIF20A	ENSG00000112984
CDC23	ENSG00000094880
GFRA3	ENSG00000146013
RP11-166J22.1	ENSG00000249851
CDC25C	ENSG00000158402
FAM53C	ENSG00000120709
RP11-256P1.1	ENSG00000249971
KDM3B	ENSG00000120733
REEP2	ENSG00000132563
RP11-461O14.3	ENSG00000271196
EGR1	ENSG00000120738
RP11-461O14.1	ENSG00000241458
ETF1	ENSG00000120705
HSPA9	ENSG00000113013
SNORD63B	ENSG00000222937
SNORD63	ENSG00000206989
CTNNA1	ENSG00000044115
CTB-164L20.1	ENSG00000232174
RF01210	ENSG00000238745
AC034243.1	ENSG00000253404
LRRTM2	ENSG00000146006
SIL1	ENSG00000120725
RNA5SP194	ENSG00000201532
CTB-46B19.2	ENSG00000249593
CTB-46B19.1	ENSG00000242683
RNU6-572P	ENSG00000252533
CTB-43P18.3	ENSG00000280987
SNHG4	ENSG00000281398
SNORA74D	ENSG00000252213
SNORA74A	ENSG00000200959
MATR3	ENSG00000015479
RNA5SP195	ENSG00000199545
RN7SKP64	ENSG00000253015
PAIP2	ENSG00000120727
CTB-43P18.1	ENSG00000272742
SLC23A1	ENSG00000170482
MZB1	ENSG00000170476
PROB1	ENSG00000228672
SPATA24	ENSG00000170469
DNAJC18	ENSG00000170464
AC142391.3	ENSG00000279686
RNU5B-4P	ENSG00000200378
ECSCR	ENSG00000249751
AC138517.6	ENSG00000283288
TMEM173	ENSG00000184584
AC138517.5	ENSG00000249689
AC138517.4	ENSG00000249215
UBE2D2	ENSG00000131508
RF00019	ENSG00000207020
CTD-2062A1.2	ENSG00000275506
CTD-3224K15.3	ENSG00000272255
CXXC5	ENSG00000171604
CTD-3224K15.2	ENSG00000250635
CTB-35F21.1	ENSG00000249526
RNU6-236P	ENSG00000200756
CTB-35F21.2	ENSG00000249131
CTB-35F21.3	ENSG00000251387
CTB-35F21.5	ENSG00000271792
PSD2	ENSG00000146005
NRG2	ENSG00000158458
CTB-35F21.4	ENSG00000250692
RF00019	ENSG00000207317
CTB-131B5.4	ENSG00000245146
PURA	ENSG00000185129
IGIP	ENSG00000182700
CTB-131B5.5	ENSG00000254363
CYSTM1	ENSG00000120306
CTB-131B5.2	ENSG00000250069
PFDN1	ENSG00000113068
HBEGF	ENSG00000113070
CTC-329D1.3	ENSG00000253965
SLC4A9	ENSG00000113073
CTC-329D1.2	ENSG00000249637
RNU4-14P	ENSG00000222790
ANKHD1	ENSG00000131503
ANKHD1-EIF4EBP3	ENSG00000254996
RF00279	ENSG00000200051
SRA1	ENSG00000213523
EIF4EBP3	ENSG00000243056
APBB3	ENSG00000113108
AC011380.9	ENSG00000283155
MIR6831	ENSG00000283717
SLC35A4	ENSG00000176087
AC011380.8	ENSG00000283602
RF00443	ENSG00000200235
RP11-515C16.2	ENSG00000251453
RP11-515C16.1	ENSG00000240518
CD14	ENSG00000170458
NDUFA2	ENSG00000131495
TMCO6	ENSG00000113119
IK	ENSG00000113141
MIR3655	ENSG00000284325
WDR55	ENSG00000120314
DND1	ENSG00000256453
HARS	ENSG00000170445
HARS2	ENSG00000112855
ZMAT2	ENSG00000146007
VTRNA1-1	ENSG00000199990
VTRNA1-2	ENSG00000202111
VTRNA1-3	ENSG00000202515
RP11-515C16.7	ENSG00000250515
AC005609.2	ENSG00000248106
PCDHA1	ENSG00000204970
AC005609.16	ENSG00000279726
PCDHA2	ENSG00000204969
PCDHA3	ENSG00000255408
PCDHA4	ENSG00000204967
PCDHA5	ENSG00000204965
PCDHA6	ENSG00000081842
PCDHA7	ENSG00000204963
PCDHA8	ENSG00000204962
PCDHA9	ENSG00000204961
AC005609.19	ENSG00000278907
PCDHA10	ENSG00000250120
PCDHA14	ENSG00000249504
AC005609.20	ENSG00000278946
PCDHA11	ENSG00000249158
PCDHA12	ENSG00000251664
AC005609.18	ENSG00000278915
AC005609.17	ENSG00000278901
PCDHA13	ENSG00000239389
PCDHAC1	ENSG00000248383
CTC-270D5.2	ENSG00000279028
PCDHAC2	ENSG00000243232
CTC-270D5.1	ENSG00000279047
PCDHB1	ENSG00000171815
CH17-140K24.1	ENSG00000279558
PCDHB2	ENSG00000112852
AC005754.7	ENSG00000272154
PCDHB3	ENSG00000113205
AC005754.8	ENSG00000272108
PCDHB4	ENSG00000081818
PCDHB5	ENSG00000113209
CH17-140K24.2	ENSG00000280029
PCDHB6	ENSG00000113211
PCDHB17	ENSG00000255622
CH17-140K24.3	ENSG00000280336
PCDHB7	ENSG00000113212
PCDHB8	ENSG00000120322
CH17-140K24.4	ENSG00000279472
PCDHB16	ENSG00000272674
CH17-140K24.5	ENSG00000279068
CH17-140K24.7	ENSG00000278936
PCDHB9	ENSG00000177839
CH17-140K24.6	ENSG00000279375
PCDHB10	ENSG00000120324
PCDHB11	ENSG00000197479
PCDHB12	ENSG00000120328
PCDHB13	ENSG00000187372
PCDHB14	ENSG00000120327
CH17-140K24.8	ENSG00000279983
PCDHB18	ENSG00000146001
PCDHB19P	ENSG00000262096
PCDHB15	ENSG00000113248
AC005752.10	ENSG00000277795
TAF7	ENSG00000178913
SLC25A2	ENSG00000120329
AC005618.6	ENSG00000272070
PCDHGA1	ENSG00000204956
PCDHGA2	ENSG00000081853
PCDHGA3	ENSG00000254245
PCDHGB1	ENSG00000254221
AC005618.8	ENSG00000280026
PCDHGA4	ENSG00000262576
PCDHGB2	ENSG00000253910
PCDHGA5	ENSG00000253485
PCDHGB3	ENSG00000262209
PCDHGA6	ENSG00000253731
PCDHGA7	ENSG00000253537
PCDHGB4	ENSG00000253953
PCDHGA8	ENSG00000253767
PCDHGB5	ENSG00000276547
PCDHGA9	ENSG00000261934
PCDHGB6	ENSG00000253305
PCDHGA10	ENSG00000253846
PCDHGB7	ENSG00000254122
PCDHGA11	ENSG00000253873
PCDHGB8P	ENSG00000248449
AC005618.9	ENSG00000279855
PCDHGA12	ENSG00000253159
PCDHGB9P	ENSG00000276545
CTD-2024I7.18	ENSG00000273557
PCDHGC3	ENSG00000240184
RN7SL68P	ENSG00000242020
PCDHGC4	ENSG00000242419
PCDHGC5	ENSG00000240764
DIAPH1	ENSG00000131504
CTD-2024I7.13	ENSG00000246422
CTD-2024I7.1	ENSG00000240974
AC008781.7	ENSG00000228737
HDAC3	ENSG00000171720
RELL2	ENSG00000164620
FCHSD1	ENSG00000197948
ARAP3	ENSG00000120318
AC005753.1	ENSG00000278925
PCDH1	ENSG00000156453
AC005740.3	ENSG00000226040
KIAA0141	ENSG00000081791
PCDH12	ENSG00000113555
AC005740.6	ENSG00000271871
RNF14	ENSG00000013561
AC005740.5	ENSG00000254099
GNPDA1	ENSG00000113552
AC005740.4	ENSG00000250347
NDFIP1	ENSG00000131507
CTC-463A16.1	ENSG00000280047
SPRY4	ENSG00000187678
RF02038	ENSG00000277968
RF02039	ENSG00000274721
AC005592.2	ENSG00000231185
AC005215.1	ENSG00000225147
FGF1	ENSG00000113578
AC005592.3	ENSG00000261757
AC005592.1	ENSG00000236714
ARHGAP26	ENSG00000145819
AC008533.1	ENSG00000226272
CTC-483L24.2	ENSG00000285366
AC004782.1	ENSG00000230789
NR3C1	ENSG00000113580
RP11-278J6.1	ENSG00000231579
RP11-278J6.5	ENSG00000279679
RP11-278J6.4	ENSG00000279130
CTD-2050E21.1	ENSG00000249429
RNU7-156P	ENSG00000253023
CTD-2050E21.2	ENSG00000251205
CTB-57H20.1	ENSG00000249881
MIR5197	ENSG00000266478
CTB-70D19.1	ENSG00000225869
HMHB1	ENSG00000158497
RN7SL87P	ENSG00000239390
YIPF5	ENSG00000145817
KCTD16	ENSG00000183775
CTC-218H9.1	ENSG00000249605
CTC-269P20.1	ENSG00000250972
CTB-85P21.1	ENSG00000213488
RN7SKP246	ENSG00000201423
CTC-342P15.1	ENSG00000249229
CTC-367F4.1	ENSG00000251031
CTC-367F4.2	ENSG00000215325
CTC-806A22.1	ENSG00000250842
CTB-73N10.1	ENSG00000248125
PRELID2	ENSG00000186314
CTB-78O21.1	ENSG00000249363
GRXCR2	ENSG00000204928
SH3RF2	ENSG00000156463
AC005351.1	ENSG00000248493
PLAC8L1	ENSG00000173261
RP11-118M9.3	ENSG00000251556
LARS	ENSG00000133706
RP11-449H3.1	ENSG00000239602
RP11-449H3.2	ENSG00000239317
RP11-449H3.3	ENSG00000275740
RBM27	ENSG00000091009
RNU7-180P	ENSG00000238374
CTC-359M8.1	ENSG00000250025
POU4F3	ENSG00000091010
CTC-359M8.3	ENSG00000271724
CTB-1H10.1	ENSG00000248842
TCERG1	ENSG00000113649
RF02271	ENSG00000277568
GPR151	ENSG00000173250
CTB-99A3.1	ENSG00000250407
PPP2R2B	ENSG00000156475
RNA5SP196	ENSG00000280646
RN7SL791P	ENSG00000241291
CTC-362D12.1	ENSG00000248568
AC008728.2	ENSG00000249553
CTC-255N20.1	ENSG00000250343
STK32A	ENSG00000169302
DPYSL3	ENSG00000113657
CTB-108O6.2	ENSG00000272239
JAKMIP2-AS1	ENSG00000280780
JAKMIP2	ENSG00000176049
SPINK1	ENSG00000164266
CTC-327F10.1	ENSG00000249518
SCGB3A2	ENSG00000164265
C5orf46	ENSG00000178776
CTC-327F10.5	ENSG00000248362
CTC-327F10.4	ENSG00000251320
CTC-327F10.3	ENSG00000250346
SPINK5	ENSG00000133710
SPINK14	ENSG00000196800
SPINK6	ENSG00000178172
CTC-295J13.2	ENSG00000249503
CTC-295J13.3	ENSG00000248109
SPINK13	ENSG00000214510
RP11-373N22.3	ENSG00000247199
RP11-373N22.1	ENSG00000249834
SPINK7	ENSG00000145879
SPINK9	ENSG00000204909
RP11-373N22.4	ENSG00000283653
FBXO38	ENSG00000145868
RF00017	ENSG00000274799
CTD-2283N19.1	ENSG00000251330
HTR4	ENSG00000164270
CTB-160O22.1	ENSG00000253297
ADRB2	ENSG00000169252
SH3TC2	ENSG00000169247
RP11-44B19.1	ENSG00000272411
RNU6-732P	ENSG00000251842
MIR584	ENSG00000207714
CTC-529P8.1	ENSG00000250072
RN7SKP145	ENSG00000200161
ABLIM3	ENSG00000173210
RP11-331K21.1	ENSG00000248647
AC012613.2	ENSG00000253406
AFAP1L1	ENSG00000157510
GRPEL2	ENSG00000164284
RP11-394O4.4	ENSG00000253618
PCYOX1L	ENSG00000145882
IL17B	ENSG00000127743
RP11-394O4.3	ENSG00000253865
MIR143HG	ENSG00000249669
RP11-394O4.6	ENSG00000275871
MIR143	ENSG00000284182
