#hg19.knownToEnsembl.value	hg19.kgXref.kgID	hg19.kgXref.geneSymbol	hg19.kgXref.refseq	hg19.knownToRefSeq.value
ENST00000389680	uc022bqo.2	MT-RNR1		n/a
ENST00000355151	uc001whb.4	MRPL52	NM_181307	NM_181307
ENST00000311852	uc001whc.3	MMP14	NM_004995	NM_004995
ENST00000359591	uc001whd.3	LRP10	NM_014045	NM_014045
ENST00000359591	uc001whe.3	LRP10	NM_014045	NM_014045
ENST00000536884	uc010tnd.1	REM2		NM_173527
ENST00000267396	uc001whf.1	REM2	NM_173527	NM_173527
ENST00000408907	uc010ake.1	PSMB11	NM_001099780	NM_001099780
ENST00000319074	uc001wiu.3	C14orf119	NM_017924	NM_017924
ENST00000250405	uc001wjg.4	BCL2L2	NM_004050	NM_004050
ENST00000250405	uc021rqx.1	BCL2L2	NM_001199839	NM_001199839
ENST00000250405	uc001wji.4	BCL2L2	NM_004050	NM_004050
ENST00000397276	uc001wjj.3	PABPN1	NM_004643	NM_004643
ENST00000216727	uc001wjh.4	BCL2L2-PABPN1	NM_001199864	NM_001199864
ENST00000216727	uc001wjk.3	PABPN1	NM_004643	NM_004643
ENST00000329715	uc001wjq.3	IL25	NM_172314	NM_172314
ENST00000329715	uc001wjr.3	IL25	NM_022789	NM_022789
ENST00000359320	uc001wjs.3	CMTM5	NM_138460	NM_138460
ENST00000359320	uc001wjt.3	CMTM5	NM_001037288	NM_001037288
ENST00000359320	uc010akm.3	CMTM5	NM_138460	NM_138460
ENST00000359320	uc010akn.3	CMTM5		NM_138460
ENST00000359320	uc001wju.3	CMTM5		NM_138460
ENST00000359320	uc010ako.3	CMTM5		NM_001037288
ENST00000408901	uc001wjy.3	NGDN	NM_001042635	NM_001042635
ENST00000397154	uc001wjz.3	NGDN	NM_015514	NM_015514
ENST00000553985	uc031qnt.1	ZFHX2-AS1		NR_046051
ENST00000553985	uc001wkb.5	ZFHX2-AS1	NM_001256323	NM_001256323
ENST00000288014	uc001wkg.5	THTPA	NM_024328	NM_024328
ENST00000404535	uc001wkh.5	THTPA	NM_001126339	NM_001126339
ENST00000404535	uc031qnu.1	THTPA	NM_001256323	NM_001256323
ENST00000404535	uc031qnv.1	THTPA	NM_001256321	NM_001256321
ENST00000404535	uc010akr.4	THTPA		NR_023314
ENST00000288014	uc031qnw.1	THTPA	NM_001256062	NM_001256062
ENST00000288014	uc031qnx.1	THTPA	NM_001256322	NM_001256322
ENST00000555968	uc001wko.1	RP11-66N24.3		n/a
ENST00000556701	uc010aku.1	DHRS2		NM_005794
ENST00000250383	uc001wku.4	DHRS2	NM_005794	NM_005794
ENST00000344777	uc001wkt.4	DHRS2	NM_182908	NM_182908
ENST00000556701	uc010akv.3	DHRS2		NM_005794
ENST00000543741	uc010aky.2	DHRS4		NM_021004
ENST00000313250	uc001wla.3	DHRS4	NM_021004	NM_021004
ENST00000313250	uc001wlb.3	DHRS4	NM_021004	NM_021004
ENST00000313250	uc010akz.3	DHRS4		NM_021004
ENST00000543805	uc001wlf.3	DHRS4L2		NM_001193637
ENST00000543805	uc021rra.1	DHRS4L2		NM_001193637
ENST00000537912	uc010tnt.2	DHRS4L2		NM_198083
ENST00000313250	uc001wlc.4	DHRS4	NM_021004	NM_021004
ENST00000335125	uc001wld.4	DHRS4L2		NM_001193635
ENST00000397071	uc001wle.4	DHRS4L2		NM_001193635
ENST00000534993	uc021rrb.1	DHRS4L2	NM_001193636	NM_001193636
ENST00000534993	uc021rrc.1	DHRS4L2	NM_001193637	NM_001193637
ENST00000534993	uc031qnz.1	DHRS4L2		NM_001193637
ENST00000335125	uc021rre.1	DHRS4L2	NM_001193635	NM_001193635
ENST00000335125	uc001wli.4	DHRS4L2	NM_198083	NM_198083
ENST00000335125	uc010alb.3	DHRS4L2	NM_001193636	NM_001193636
ENST00000559411	uc021rrf.1	DHRS4L2		NM_198083
ENST00000606840	uc021rrd.2	RP11-468E2.12	NM_001277864	NM_001277864
ENST00000606840	uc031qoa.1	RP11-468E2.12		NR_102688
ENST00000606840	uc031qob.1	RP11-468E2.12	NM_001277864	NM_001277864
ENST00000606840	uc031qoc.1	RP11-468E2.12		NR_102687
ENST00000606840	uc010tnu.3	RP11-468E2.12		NR_102693
ENST00000606840	uc021rri.2	RP11-468E2.12		NR_102692
ENST00000606840	uc021rrh.2	RP11-468E2.12		NR_102689
ENST00000606840	uc021rrg.2	RP11-468E2.12		NR_102691
ENST00000606840	uc021rrj.2	RP11-468E2.12		NR_102694
ENST00000342740	uc001wlj.2	CARMIL3	NM_138360	NM_138360
ENST00000560349	uc001wlk.2	CARMIL3	NM_138360	NM_138360
ENST00000397016	uc010tnv.2	CPNE6	NM_006032	NM_006032
ENST00000558995	uc001wlm.3	CPNE6	NM_006032	NM_006032
ENST00000397016	uc001wll.3	CPNE6	NM_006032	NM_006032
ENST00000558674	uc010ald.2	PCK2		NM_001018073
ENST00000558674	uc010ale.2	PCK2		NM_001018073
ENST00000396973	uc001wls.3	PCK2	NM_001018073	NM_001018073
ENST00000216780	uc001wlt.3	PCK2	NM_004563	NM_004563
ENST00000561286	uc010tnw.2	PCK2		NM_004563
ENST00000545054	uc010tnx.2	PCK2	NM_004563	NM_004563
ENST00000558096	uc001wlu.4	PCK2	NM_004563	NM_004563
ENST00000446197	uc001wlv.3	DCAF11	NM_001163484	NM_001163484
ENST00000446197	uc001wlw.3	DCAF11	NM_025230	NM_025230
ENST00000446197	uc001wlz.3	DCAF11		NR_028099
ENST00000446197	uc001wly.3	DCAF11		NM_025230
ENST00000446197	uc010tny.2	DCAF11		NR_028100
ENST00000446197	uc001wmc.3	DCAF11		NR_028100
ENST00000446197	uc001wmb.4	DCAF11	NM_181357	NM_181357
ENST00000446197	uc001wma.4	DCAF11	NM_025230	NM_025230
ENST00000267426	uc001wmf.2	FITM1	NM_203402	NM_203402
ENST00000206451	uc001wmg.3	PSME1	NM_006263	NM_006263
ENST00000382708	uc001wmh.3	PSME1	NM_176783	NM_176783
ENST00000324103	uc001wmm.1	RNF31		NM_017999
ENST00000559275	uc001wml.1	RP11-468E2.4		NM_017999
ENST00000324103	uc001wmn.1	RP11-468E2.4	NM_017999	NM_017999
ENST00000324103	uc010alg.1	RP11-468E2.4	NM_017999	NM_017999
ENST00000558468	uc001wmo.1	RP11-468E2.4	NM_017999	NM_017999
ENST00000558468	uc010alh.1	RP11-468E2.4		NM_017999
ENST00000558468	uc001wmp.3	RP11-468E2.4	NM_017999	NM_017999
ENST00000558468	uc001wmq.3	RP11-468E2.4	NM_006084	NM_006084
ENST00000396864	uc010alj.3	IRF9		NM_006084
ENST00000311457	uc001wmr.3	REC8	NM_005132	NM_005132
ENST00000559919	uc001wms.3	REC8	NM_001048205	NM_001048205
ENST00000554420	uc001wne.3	TSSK4		NM_174944
ENST00000554420	uc001wnf.3	TSSK4		NM_001184739
ENST00000339917	uc001wng.3	TSSK4	NM_174944	NM_174944
ENST00000339917	uc001wnh.3	TSSK4	NM_001184739	NM_001184739
ENST00000355299	uc001wnq.1	GMPR2		NM_001002000
ENST00000561038	uc001wnu.2	GMPR2	NM_016576	NM_016576
ENST00000348719	uc010alk.2	GMPR2	NM_016576	NM_016576
ENST00000348719	uc010toe.1	GMPR2	NM_016576	NM_016576
ENST00000559836	uc001wnr.3	GMPR2	NM_001002001	NM_001002001
ENST00000355299	uc001wns.3	GMPR2	NM_001002000	NM_001002000
ENST00000355299	uc001wnv.3	GMPR2		NM_001002000
ENST00000399440	uc001wnw.3	GMPR2	NM_001002002	NM_001002002
ENST00000420554	uc001wnx.3	GMPR2	NM_016576	NM_016576
ENST00000399440	uc010all.3	GMPR2	NM_001002002	NM_001002002
ENST00000267425	uc001wol.1	NOP9	NM_174913	NM_174913
ENST00000267425	uc001wom.1	NOP9	NM_174913	NM_174913
ENST00000528054	uc021rrp.1	LTB4R2	NM_019839	n/a
ENST00000543919	uc010alo.3	LTB4R2	NM_001164692	NM_001164692
ENST00000533293	uc001wor.3	LTB4R2	NM_019839	NM_019839
ENST00000396789	uc001wos.3	LTB4R	NM_001143919	NM_001143919
ENST00000396789	uc010alp.3	LTB4R	NM_181657	NM_181657
ENST00000396789	uc001wou.3	LTB4R	NM_181657	NM_181657
ENST00000556302	uc010als.2	NFATC4		NM_001198967
ENST00000557028	uc010alu.3	NFATC4		NM_001198965
ENST00000413692	uc010alr.3	NFATC4	NM_001198967	NM_001198967
ENST00000413692	uc010tok.2	NFATC4	NM_001136022	NM_001136022
ENST00000413692	uc010tol.2	NFATC4	NM_001198966	NM_001198966
ENST00000424781	uc010too.2	NFATC4	NM_001198965	NM_001198965
ENST00000424781	uc010tom.2	NFATC4	NM_001136022	NM_001136022
ENST00000424781	uc010ton.2	NFATC4	NM_001198966	NM_001198966
ENST00000539237	uc010toq.2	NFATC4	NM_001198965	NM_001198965
ENST00000539237	uc010alt.3	NFATC4	NM_001136022	NM_001136022
ENST00000539237	uc010top.2	NFATC4	NM_001198966	NM_001198966
ENST00000250373	uc001wpc.3	NFATC4	NM_004554	NM_004554
ENST00000250373	uc010tor.2	NFATC4	NM_001198965	NM_001198965
ENST00000422617	uc010tos.2	NFATC4	NM_001198966	NM_001198966
ENST00000422617	uc010tot.2	NFATC4	NM_001198966	NM_001198966
ENST00000557451	uc010tou.2	NFATC4	NM_001198966	NM_001198966
ENST00000422617	uc010tov.2	NFATC4	NM_001198965	NM_001198965
ENST00000557451	uc010tow.2	NFATC4	NM_001198965	NM_001198965
ENST00000422617	uc010alv.3	NFATC4	NM_001136022	NM_001136022
ENST00000557451	uc010tox.2	NFATC4	NM_001136022	NM_001136022
ENST00000555167	uc001wpd.3	NFATC4	NM_001198966	NM_001198966
ENST00000555167	uc010toy.2	NFATC4	NM_001198965	NM_001198965
ENST00000555167	uc010toz.2	NFATC4	NM_001136022	NM_001136022
ENST00000555167	uc010tpa.2	NFATC4		NM_001198966
ENST00000555167	uc010tpb.2	NFATC4		NM_001136022
ENST00000382554	uc001wpf.4	NYNRIN	NM_025081	NM_025081
ENST00000251343	uc010tpc.2	KHNYN	NM_015299	NM_015299
ENST00000251343	uc001wph.4	KHNYN	NM_015299	NM_015299
ENST00000251343	uc010alw.3	KHNYN	NM_015299	NM_015299
ENST00000582802	uc021rrs.1	MIR4307		NR_036193
ENST00000557399	uc001wqc.3	LINC00645		NR_039992
ENST00000557359	uc021rrt.1	LINC00645		NR_039992
ENST00000551910	uc021rru.1	DD413682		n/a
ENST00000313071	uc001wqe.4	FOXG1	NM_005249	NM_005249
ENST00000552957	uc010tpd.3	LINC01551		NR_026732
ENST00000399387	uc001wqf.3	LINC01551		NR_026731
ENST00000516877	uc021rrw.1	RNU6-1234P		n/a
ENST00000206595	uc010tpe.1	G2E3		NM_017769
ENST00000206595	uc001wqk.2	G2E3	NM_017769	NM_017769
ENST00000206595	uc010tpf.1	G2E3	NM_017769	NM_017769
ENST00000206595	uc001wql.1	G2E3		NM_017769
ENST00000555259	uc010amd.2	SCFD1		NM_016106
ENST00000458591	uc001wqm.2	SCFD1	NM_016106	NM_016106
ENST00000458591	uc001wqn.2	SCFD1	NM_182835	NM_182835
ENST00000458591	uc010tpg.2	SCFD1	NM_001257376	NM_001257376
ENST00000458591	uc010tph.2	SCFD1		NR_047546
ENST00000458591	uc010amf.2	SCFD1	NM_001257376	NM_001257376
ENST00000396629	uc010tpi.2	SCFD1	NM_001257376	NM_001257376
ENST00000396618	uc001wqr.2	COCH	NM_004086	NM_004086
ENST00000460581	uc001wqp.2	COCH	NM_001135058	NM_001135058
ENST00000468826	uc001wqt.1	COCH	NM_004086	NM_004086
ENST00000475087	uc001wqq.4	COCH	NM_004086	NM_004086
ENST00000216366	uc001wqx.4	AP4S1	NM_001254727	NM_001254727
ENST00000216366	uc010amh.3	AP4S1	NM_001254726	NM_001254726
ENST00000216366	uc001wqw.4	AP4S1	NM_007077	NM_007077
ENST00000542754	uc021rry.1	AP4S1	NM_001254729	NM_001254729
ENST00000542754	uc001wqy.4	AP4S1	NM_001128126	NM_001128126
ENST00000542754	uc021rrz.1	AP4S1	NM_001254728	NM_001254728
ENST00000502430	uc001wri.3	CTD-2213F21.2		n/a
ENST00000281081	uc001wrk.4	NUBPL	NM_025152	NM_025152
ENST00000281081	uc010amj.3	NUBPL		NM_025152
ENST00000281081	uc010tpl.2	NUBPL	NM_001201573	NM_001201573
ENST00000281081	uc021rsb.1	NUBPL	NM_001201574	NM_001201574
ENST00000345122	uc001wrl.3	ARHGAP5	NM_001173	NM_001173
ENST00000432921	uc001wrm.3	ARHGAP5	NM_001173	NM_001173
ENST00000345122	uc001wrn.3	ARHGAP5	NM_001030055	NM_001030055
ENST00000432921	uc001wro.3	ARHGAP5		NM_001173
ENST00000432921	uc001wrp.3	ARHGAP5		NM_001173
ENST00000557354	uc010aml.3	AKAP6	NM_004274	NM_004274
ENST00000280979	uc001wrq.3	AKAP6	NM_004274	NM_004274
ENST00000547068	uc001wrw.3	NPAS3		NM_001165893
ENST00000346562	uc001wru.3	NPAS3	NM_001164749	NM_001164749
ENST00000346562	uc001wrs.3	NPAS3	NM_173159	NM_173159
ENST00000346562	uc001wrv.3	NPAS3	NM_001165893	NM_001165893
ENST00000346562	uc001wrt.3	NPAS3	NM_022123	NM_022123
ENST00000427756	uc010tpo.2	IGBP1P1		NR_002937
ENST00000556994	uc001wso.3	SRP54	NM_003136	NM_003136
ENST00000556994	uc010tpp.2	SRP54	NM_001146282	NM_001146282
ENST00000556994	uc010tpq.2	SRP54	NM_001146282	NM_001146282
ENST00000396472	uc001wsp.3	FAM177A1	NM_001079519	NM_001079519
ENST00000280987	uc001wsq.3	FAM177A1	NM_173607	NM_173607
ENST00000553901	uc001wsv.1	FAM177A1		n/a
ENST00000557565	uc001wsy.2	RP11-561B11.2	NM_014672	NM_014672
ENST00000557565	uc010tps.2	RP11-561B11.2	NM_001256679	NM_001256679
ENST00000557565	uc001wsz.2	RP11-561B11.2	NM_001256678	NM_001256678
ENST00000557565	uc001wtc.2	PRORP	NM_001256680	NM_001256680
ENST00000557565	uc031qof.1	PRORP	NM_001256681	NM_001256681
ENST00000557565	uc001wta.4	RP11-561B11.2	NM_001256679	NM_001256679
ENST00000261479	uc001wtd.3	PSMA6	NM_002791	NM_002791
ENST00000261479	uc010tpt.2	PSMA6		NM_002791
ENST00000555764	uc010tpu.2	PSMA6	NM_002791	NM_002791
ENST00000307169	uc001wth.1	INSM2	NM_032594	NM_032594
ENST00000543183	uc010tpx.1	BRMS1L		NM_032352
ENST00000216807	uc001wtl.3	BRMS1L	NM_032352	NM_032352
ENST00000546508	uc031qog.1	LINC00609		NR_073454
ENST00000557188	uc001wtp.3	DPPA3	NM_199286	n/a
ENST00000521292	uc001wtw.1	NKX2-1-AS1		n/a
ENST00000402703	uc001wty.4	PAX9	NM_006194	NM_006194
ENST00000361487	uc010amq.3	PAX9		NM_006194
ENST00000556667	uc021rsh.2	SLC25A21-AS1		NR_033240
ENST00000555870	uc010amr.2	MIPOL1		NM_138731
ENST00000556451	uc001wub.4	MIPOL1	NM_138731	NM_138731
ENST00000327441	uc001wud.3	MIPOL1	NM_001195297	NM_001195297
ENST00000327441	uc010ams.3	MIPOL1	NM_001195296	NM_001195296
ENST00000327441	uc001wuc.3	MIPOL1	NM_138731	NM_138731
ENST00000327441	uc001wue.3	MIPOL1	NM_138731	NM_138731
ENST00000327441	uc010amt.3	MIPOL1	NM_138731	NM_138731
ENST00000476979	uc001wuh.3	TTC6		n/a
ENST00000382320	uc001wui.3	TTC6		n/a
ENST00000553443	uc001wuj.3	TTC6		n/a
ENST00000533625	uc001wug.3	TTC6		n/a
ENST00000267377	uc001wul.1	SSTR1	NM_001049	NM_001049
ENST00000308317	uc001wuq.3	GEMIN2	NM_003616	NM_003616
ENST00000308317	uc001wur.3	GEMIN2	NM_001009183	NM_001009183
ENST00000308317	uc001wus.3	GEMIN2	NM_001009182	NM_001009182
ENST00000525153	uc010amx.3	GEMIN2		NM_003616
ENST00000216832	uc001wuw.4	PNN	NM_002687	NM_002687
ENST00000280082	uc010amy.2	MIA2		NM_054024
ENST00000280082	uc001wux.3	MIA2	NM_054024	NM_054024
ENST00000396158	uc001wve.1	MIA2	NM_001247989	NM_001247989
ENST00000341749	uc010tqe.1	MIA2	NM_203354	NM_203354
ENST00000603904	uc001wuy.4	MIA2	NM_001247990	NM_001247990
ENST00000603904	uc001wuz.4	MIA2	NM_203354	NM_203354
ENST00000603904	uc001wvc.4	MIA2	NM_001247988	NM_001247988
ENST00000603904	uc001wva.4	MIA2	NM_203356	NM_203356
ENST00000603904	uc001wvb.4	MIA2	NM_001247988	NM_001247988
ENST00000396158	uc001wvf.4	MIA2	NM_001247990	NM_001247990
ENST00000396158	uc001wvg.4	MIA2	NM_005930	NM_005930
ENST00000396158	uc001wvi.4	MIA2	NM_001247989	NM_001247989
ENST00000396158	uc001wvh.4	MIA2	NM_203355	NM_203355
ENST00000396158	uc010amz.3	MIA2	NM_005930	NM_005930
ENST00000553352	uc001wvj.4	MIA2	NM_203356	NM_203356
ENST00000515218	uc001wvl.1	LINC02315		n/a
ENST00000516049	uc021rsk.1	SNORA31		n/a
ENST00000298119	uc001wvm.3	LRFN5	NM_152447	NM_152447
ENST00000554171	uc010ana.3	LRFN5		NM_152447
ENST00000555826	uc001wvp.1	C14orf28	NM_001017923	NM_001017923
ENST00000325192	uc001wvo.3	C14orf28	NM_001017923	NM_001017923
ENST00000555945	uc010anb.1	TOGARAM1	NM_015091	NM_015091
ENST00000555607	uc001wvu.3	TOGARAM1	NM_015091	NM_015091
ENST00000361577	uc001wvv.3	TOGARAM1	NM_015091	NM_015091
ENST00000361462	uc001wvw.3	TOGARAM1	NM_015091	NM_015091
ENST00000557423	uc010anc.3	TOGARAM1		NM_015091
ENST00000458892	uc010ane.3	SNORD127		NR_003691
ENST00000554785	uc001wwa.1	PRPF39		NM_017922
ENST00000355765	uc001wvz.4	PRPF39	NM_017922	NM_017922
ENST00000477626	uc001wvy.4	PRPF39		NM_017922
ENST00000477626	uc010and.3	PRPF39		NM_017922
ENST00000556036	uc001wwc.2	FANCM	NM_020937	NM_020937
ENST00000267430	uc001wwd.4	FANCM	NM_020937	NM_020937
ENST00000267430	uc010anf.3	FANCM	NM_020937	NM_020937
ENST00000267430	uc001wwe.4	FANCM	NM_020937	NM_020937
ENST00000556250	uc010ang.3	FANCM	NM_020937	NM_020937
ENST00000556886	uc031qoi.1	LINC00871		NR_102701
ENST00000556886	uc031qoj.1	LINC00871		NR_102702
ENST00000556071	uc031qok.1	LINC00871		NR_102699
ENST00000556886	uc031qol.1	LINC00871		NR_102700
ENST00000515926	uc021rsl.1	SNORA25		n/a
ENST00000553637	uc021rsp.1	Metazoa_SRP		n/a
ENST00000298288	uc010ank.3	LRR1	NM_152329	NM_152329
ENST00000554869	uc001wwp.3	LRR1		NR_037792
ENST00000298288	uc001wwn.3	LRR1	NM_152329	NM_152329
ENST00000298288	uc001wwo.3	LRR1	NM_203467	NM_203467
ENST00000305386	uc001wwr.3	MGAT2	NM_002408	NM_002408
ENST00000359332	uc001www.3	KLHDC1	NM_172193	NM_172193
ENST00000359332	uc010tqg.2	KLHDC1		NM_172193
ENST00000359332	uc010tqh.2	KLHDC1		NM_172193
ENST00000298307	uc001wwx.3	KLHDC2	NM_014315	NM_014315
ENST00000298316	uc001wxg.4	ARF6	NM_001663	NM_001663
ENST00000426751	uc001wxv.3	DMAC2L	NM_015684	NM_015684
ENST00000245448	uc021rsv.1	DMAC2L	NM_001003803	NM_001003803
ENST00000245448	uc001wxw.2	DMAC2L	NM_001003803	NM_001003803
ENST00000245448	uc001wxx.2	DMAC2L	NM_001003805	NM_001003805
ENST00000358473	uc010ant.2	DMAC2L	NM_001003803	NM_001003803
ENST00000441560	uc001wyd.4	ATL1	NM_001127713	NM_001127713
ENST00000358385	uc001wyf.4	ATL1	NM_015915	NM_015915
ENST00000358385	uc001wye.4	ATL1	NM_181598	NM_181598
ENST00000358385	uc021rsw.1	ATL1	NM_015915	NM_015915
ENST00000358385	uc021rsx.1	ATL1	NM_015915	NM_015915
ENST00000517136	uc021rsz.1	snoU83B		n/a
ENST00000337334	uc001wys.3	ABHD12B	NM_001206673	NM_001206673
ENST00000353130	uc001wyr.3	ABHD12B	NM_181814	NM_181814
ENST00000395752	uc001wyq.3	ABHD12B		NM_001206673
ENST00000557345	uc010any.3	ABHD12B		NM_001206673
ENST00000555574	uc010tqr.1	TMX1		NM_030755
ENST00000457354	uc001wza.4	TMX1	NM_030755	NM_030755
ENST00000457354	uc010aoa.3	TMX1	NM_030755	NM_030755
ENST00000556479	uc021rta.1	LINC00640		NR_038358
ENST00000516591	uc021rtb.1	RNU6-1291P		n/a
ENST00000384277	uc021rtd.1	RNU6-301P		n/a
ENST00000356218	uc001wzb.4	FRMD6	NM_001042481	NM_001042481
ENST00000395718	uc001wzc.3	FRMD6	NM_152330	NM_152330
ENST00000395718	uc001wzd.3	FRMD6	NM_001267046	NM_001267046
ENST00000395718	uc001wze.3	FRMD6	NM_152330	NM_152330
ENST00000557522	uc001wzf.3	FRMD6	NM_001267047	NM_001267047
ENST00000395718	uc001wzg.3	FRMD6	NM_001267047	NM_001267047
ENST00000335281	uc010aoc.2	GNG2		NM_053064
ENST00000556752	uc001wzh.3	GNG2		NM_053064
ENST00000335281	uc001wzi.3	GNG2	NM_053064	NM_053064
ENST00000335281	uc021rte.1	GNG2	NM_001243773	NM_001243773
ENST00000335281	uc001wzj.3	GNG2	NM_001243774	NM_001243774
ENST00000556752	uc001wzk.3	GNG2	NM_053064	NM_053064
ENST00000261700	uc010aod.3	RTRAF	NM_016039	NM_016039
ENST00000306051	uc001wzq.3	PTGDR	NM_000953	NM_000953
ENST00000245457	uc001wzr.3	PTGER2	NM_000956	NM_000956
ENST00000321662	uc001wzu.4	GPR137C	NM_001099652	NM_001099652
ENST00000321662	uc001wzt.4	GPR137C	NM_001099652	NM_001099652
ENST00000554952	uc010tqv.2	PSMC6		NM_002806
ENST00000458604	uc010tqw.2	PSMC6		NM_002806
ENST00000445930	uc010tqx.2	PSMC6	NM_002806	NM_002806
ENST00000557557	uc001wzy.3	PSMC6		NM_002806
ENST00000354586	uc010tqy.2	STYX	NM_001130701	NM_001130701
ENST00000354586	uc001xaa.3	STYX	NM_145251	NM_145251
ENST00000543789	uc010aoi.1	CDKN3		NM_005192
ENST00000335183	uc001xap.3	CDKN3	NM_005192	NM_005192
ENST00000335183	uc001xar.3	CDKN3	NM_001130851	NM_001130851
ENST00000335183	uc010aoj.2	CDKN3		NM_005192
ENST00000216420	uc010tra.1	CGRRF1	NM_006568	NM_006568
ENST00000216420	uc001xay.3	CGRRF1	NM_006568	NM_006568
ENST00000555112	uc001xba.3	SAMD4A	NM_001161576	NM_001161576
ENST00000555112	uc001xbe.3	SAMD4A		NM_001161576
ENST00000557013	uc001xbf.2	SAMD4A		NM_001161576
ENST00000251091	uc001xbb.4	SAMD4A	NM_015589	NM_015589
ENST00000251091	uc001xbc.3	SAMD4A	NM_001161576	NM_001161576
ENST00000357634	uc001xbg.2	SAMD4A	NM_001161577	NM_001161577
ENST00000516210	uc021rtg.1	RNU6ATAC9P		n/a
ENST00000395472	uc001xbo.3	SOCS4	NM_199421	NM_199421
ENST00000395472	uc001xbp.3	SOCS4	NM_080867	NM_080867
ENST00000395468	uc001xbq.1	MAPK1IP1L	NM_144578	NM_144578
ENST00000254301	uc001xbr.3	LGALS3	NM_002306	NM_002306
ENST00000254301	uc021rtj.1	LGALS3	NM_001177388	NM_001177388
ENST00000313833	uc001xbu.3	FBXO34	NM_017943	NM_017943
ENST00000313833	uc010aoo.3	FBXO34	NM_152231	NM_152231
ENST00000555280	uc001xbv.3	FBXO34	NM_152231	n/a
ENST00000555506	uc031qoq.1	KTN1		NM_001079521
ENST00000459737	uc001xcb.3	KTN1	NM_001079521	NM_001079521
ENST00000395314	uc001xcc.3	KTN1	NM_001079521	NM_001079521
ENST00000459737	uc001xcf.2	KTN1	NM_001079522	NM_001079522
ENST00000459737	uc010trb.2	KTN1	NM_001271014	NM_001271014
ENST00000459737	uc001xcd.3	KTN1	NM_001079522	NM_001079522
ENST00000413890	uc001xce.3	KTN1	NM_004986	NM_004986
ENST00000416613	uc010aoq.3	KTN1	NM_004986	NM_004986
ENST00000555573	uc010trc.2	KTN1		NM_001079522
ENST00000555172	uc001xcg.3	KTN1		NM_001079522
ENST00000494676	uc010aos.3	RPL13AP3		NR_004844
ENST00000267460	uc001xch.3	PELI2	NM_021255	NM_021255
ENST00000557246	uc001xci.3	RP11-624J12.1		n/a
ENST00000557657	uc001xck.3	TMEM260	NM_017799	NM_017799
ENST00000557626	uc010aot.1	TMEM260	NM_017799	NM_017799
ENST00000261556	uc001xcl.1	TMEM260		NM_017799
ENST00000556422	uc001xcj.3	TMEM260		NM_017799
ENST00000261556	uc001xcm.3	TMEM260	NM_017799	NM_017799
ENST00000261556	uc001xcn.3	TMEM260		NM_017799
ENST00000261556	uc010trf.3	TMEM260		NM_017799
ENST00000556422	uc001xco.3	TMEM260		NM_017799
ENST00000554428	uc021rtn.1	OTX2-AS1		NR_029385
ENST00000534909	uc001xcr.3	OTX2-AS1		NR_029385
ENST00000554931	uc001xcu.4	AP5M1	NM_018229	NM_018229
ENST00000261558	uc001xcv.3	AP5M1	NM_018229	NM_018229
ENST00000261558	uc010tri.2	AP5M1		NR_026895
ENST00000261558	uc010trj.2	AP5M1		NM_018229
ENST00000556492	uc001xcx.4	NAA30	NM_001011713	NM_001011713
ENST00000556492	uc010trk.2	NAA30		NM_001011713
ENST00000556492	uc010aow.3	NAA30		NM_001011713
ENST00000254286	uc001xdf.3	ACTR10	NM_018477	NM_018477
ENST00000557711	uc021rtr.1	ACTR10		NM_018477
ENST00000254286	uc010trp.2	ACTR10		NM_018477
ENST00000254286	uc010apc.3	ACTR10	NM_018477	NM_018477
ENST00000216455	uc001xdj.2	PSMA3	NM_002788	NM_002788
ENST00000216455	uc001xdk.2	PSMA3	NM_152132	NM_152132
ENST00000216455	uc021rtt.1	PSMA3		NR_038123
ENST00000431612	uc010apf.1	ARID4A		NM_023001
ENST00000417477	uc010apg.1	ARID4A	NM_023001	NM_023001
ENST00000355431	uc001xdo.3	ARID4A	NM_023000	NM_023000
ENST00000355431	uc001xdp.3	ARID4A	NM_002892	NM_002892
ENST00000355431	uc001xdq.3	ARID4A	NM_023001	NM_023001
ENST00000360945	uc001xdr.1	TOMM20L	NM_207377	NM_207377
ENST00000360945	uc010trq.1	TOMM20L		NM_207377
ENST00000538571	uc010tru.1	KIAA0586	NM_001244193	NM_001244193
ENST00000538571	uc010trt.2	KIAA0586	NM_001244193	NM_001244193
ENST00000423743	uc010trr.2	KIAA0586	NM_001244189	NM_001244189
ENST00000423743	uc001xdt.4	KIAA0586	NM_001244192	NM_001244192
ENST00000423743	uc001xdu.4	KIAA0586	NM_001244190	NM_001244190
ENST00000423743	uc010trs.2	KIAA0586	NM_001244191	NM_001244191
ENST00000261244	uc001xdv.4	KIAA0586	NM_014749	NM_014749
ENST00000395153	uc010trv.2	DACT1	NM_001079520	NM_001079520
ENST00000395153	uc001xdw.3	DACT1	NM_016651	NM_016651
ENST00000395153	uc001xdx.3	DACT1	NM_001079520	NM_001079520
ENST00000395153	uc010trw.2	DACT1	NM_001079520	NM_001079520
ENST00000556596	uc001xdy.4	DAAM1		NM_001270520
ENST00000360909	uc001xeb.1	DAAM1	NM_001270520	NM_001270520
ENST00000395125	uc001xea.2	DAAM1	NM_001270520	NM_001270520
ENST00000395125	uc031qou.1	DAAM1	NM_014992	NM_014992
ENST00000395125	uc001xec.2	DAAM1		NM_014992
